name,gender,age,job,province,point
เฉลิมรัฐ คำลือ,เพศชาย,43,อัยการ,จังหวัดหนองบัวลำภู,1576
ภัทรนาฎ ชำนาญวาด,เพศหญิง,47,นักกฎหมาย,จังหวัดอุบลราชธานี,9300
พรปราณี นาถะพินธุ,เพศหญิง,31,เจ้าหน้าที่รัฐบาล,จังหวัดจันทบุรี,19597
ศิริเกศ ถุงเงิน,เพศหญิง,24,เกษตรกร,จังหวัดชุมพร,3986
นวรรษนันท์ เจริญรัมย์,เพศหญิง,20,นักเคลื่อนไหว,จังหวัดกำแพงเพชร,3847
ศศิยา เมืองสุข,เพศหญิง,37,วีเจ,จังหวัดน่าน,8355
มาสิตะ ถนัดการยนต์,เพศหญิง,35,ช่างทำผม,จังหวัดฉะเชิงเทรา,20834
วรินทธิ์ธร ถนัดอักษร,เพศชาย,52,นักปรัชญา,จังหวัดสมุทรสาคร,3387
ปิ่นบุญญา จันทา,เพศหญิง,36,นักแสดง,จังหวัดสิงห์บุรี,15110
พิมพ์พิชญา ถมปัด,เพศหญิง,53,ช่างทำเครื่องดนตรี,จังหวัดปทุมธานี,16894
มัตติกา เตมิยะเดช,เพศหญิง,41,นักดนตรี,จังหวัดยะลา,8233
มัตติกา ทับทิมไทย,เพศหญิง,32,นักปรัชญา,จังหวัดแม่ฮ่องสอน,24286
สิริกานต์ ถนอมพล,เพศหญิง,49,นักประชาสัมพันธ์,จังหวัดสุโขทัย,5832
รังสินี ดาบเงิน,เพศหญิง,40,นักปรัชญา,จังหวัดศรีสะเกษ,12348
ทองรัตน์ อัตตนาถ,เพศชาย,44,นักโบราณคดี,จังหวัดเลย,2538
จันทนา ตระกูลบุญ,เพศหญิง,20,ผู้กำกับภาพยนตร์,จังหวัดหนองบัวลำภู,19341
บุญเอก ชุมวระ,เพศชาย,46,นักการทูต,จังหวัดชัยนาท,5604
ศศิรินทร์ ถนัดพิมพการ,เพศหญิง,55,นักแต่งเพลง,จังหวัดเพชรบุรี,25834
สิทธัญ นามขำ,เพศชาย,55,ข้าราชการ,จังหวัดพัทลุง,13463
สราญจิตต์ เตมิยะเดช,เพศหญิง,25,ช่างทำผม,จังหวัดสตูล,13325
ปรมินทร์ ทับทิมไทย,เพศชาย,56,วิศวกร,จังหวัดพิจิตร,23963
จุฑารัตน์ หนักแน่น,เพศหญิง,30,นักดาราศาสตร์,จังหวัดนครนายก,759
ปวีณ ตระกูลบุญ,เพศชาย,44,นักแปล,จังหวัดเพชรบุรี,1187
ดวงสมร ติณรัตน์,เพศหญิง,42,นักการกุศล,จังหวัดกาญจนบุรี,16831
ศุภนุนาย หนักแน่น,เพศหญิง,40,วิศวกร,จังหวัดกทม.,13453
ดวงพร นพตระกูล,เพศหญิง,47,นักสิทธิมนุษยชน,จังหวัดพิษณุโลก,23325
วรรณกร เวียงจันทึก,เพศหญิง,27,แพทย์,จังหวัดสุโขทัย,17194
หรรษธร ตรีเภรินทร์,เพศชาย,26,นักประดิษฐ์,จังหวัดระนอง,21641
จินต์จุฑา ทับทิมไทย,เพศหญิง,20,นักเคลื่อนไหว,จังหวัดอุทัยธานี,8406
ยุศรอน นรวิทย์โชติกุล,เพศชาย,48,นางแบบ,จังหวัดกาฬสินธุ์,4215
รักชนก อัตตนาถ,เพศหญิง,38,นักพจนานุกรม,จังหวัดสกลนคร,19897
ณัฐติญา บุญญาภิรมย์,เพศหญิง,31,เจ้าหน้าที่พัฒนาเอกชน,จังหวัดชุมพร,11896
มารีนี ตันตราจิณ,เพศหญิง,21,นักสิทธิมนุษยชน,จังหวัดเชียงราย,23770
สุพนธ์ ตันตราจิณ,เพศชาย,30,นักคณิตศาสตร์,จังหวัดจันทบุรี,795
ด.ญ.เยาวรัตน์ ทองปากน้ำ,เพศหญิง,39,พิธีกร,จังหวัดตรัง,20383
ทองสิริ ขอหมั่นกลาง,เพศหญิง,51,นักถ่ายภาพ,จังหวัดกทม.,1143
ยศพงศ์ แก้วอยู่,เพศชาย,52,ค้าขาย,จังหวัดพะเยา,4531
ณาร์รีมาน ติระคมน์,เพศหญิง,42,จ๊อกกี้,จังหวัดปราจีนบุรี,20166
ปริญญา บุตดา,เพศหญิง,60,ช่างทำผม,จังหวัดกรุงเทพฯ,516
กุลภาวลัย วาทา,เพศหญิง,41,นักสืบ,จังหวัดสุรินทร์,11323
อำพร เจริญรัมย์,เพศหญิง,38,นักผจญภัย,จังหวัดกรุงเทพมหานคร,13937
เพ็ญพรรษา ทองอยู่,เพศหญิง,27,ทนายความ,จังหวัดสมุทรสาคร,17963
โสภา ตัณสถิตย์,เพศหญิง,52,นักมายากล,จังหวัดชลบุรี,11432
ปิยนาฎ นักสำหรวจ,เพศหญิง,29,นักอนุรักษ์ธรรมชาติ,จังหวัดสมุทรสงคราม,20532
ศิรินันท์ นิลสลัว,เพศหญิง,59,ตำรวจ,จังหวัดอ่างทอง,17593
โกวิทย์ ศิวะวรเวท,เพศชาย,29,นักจัดรายการวิทยุ,จังหวัดเชียงราย,8900
ผดุงชาติ เวียงจันทึก,เพศชาย,41,กวี,จังหวัดสุพรรณบุรี,3869
สหัสมณี ตวันเยี่ยม,เพศหญิง,50,นักแต่งเพลง,จังหวัดกาญจนบุรี,17449
ประจิน หนุนสุข,เพศหญิง,24,นายแบบ,จังหวัดสกลนคร,1416
สมพิศ อัตตนาถ,เพศชาย,54,โฆษก,จังหวัดยะลา,7178
ธีรวุฒิ ดีตพันธุ์,เพศชาย,28,นักจัดรายการวิทยุ,จังหวัดสุราษฎร์ธานี,6261
จิณภัทตา ถนัดการยนต์,เพศหญิง,60,มัคคุเทศก์,จังหวัดนครปฐม,23363
เจตธนากร ฉัตรอภิเที่ยงค่ำ,เพศชาย,44,นักภาษาศาสตร์,จังหวัดปัตตานี,1726
เนตรฤดี บุญบำรุง,เพศหญิง,36,บรรณารักษ์,จังหวัดพิจิตร,19110
นันทิกานต์ ดำริห์ชอบ,เพศหญิง,30,นักสะสมศิลปะ,จังหวัดอุตรดิตถ์,9893
นรีกานต์ นาควงษ์,เพศหญิง,23,เจ้าหน้าที่รัฐบาล,จังหวัดกรุงเทพมหานคร,9780
นาตยา กุมารบุญ,เพศหญิง,57,ผู้จัดพิมพ์,จังหวัดกทม.,25123
เกษรา ทองปากน้ำ,เพศหญิง,53,วิศวกร,จังหวัดสมุทรปราการ,22696
ภัทรนาฎ ฉิมพาลี,เพศหญิง,35,นักจิตวิทยา,จังหวัดปราจีนบุรี,21315
อรจิรา นกทอง,เพศหญิง,59,ช่างทำผม,จังหวัดเชียงราย,1204
คำมั่น วะคีมัน,เพศชาย,57,ทนายความ,จังหวัดอุทัยธานี,2438
วิรชัย ชำนาญวาด,เพศชาย,45,จิตรกร,จังหวัดอุตรดิตถ์,1364
ณัฐญาดา นฤภัย,เพศหญิง,53,นักหนังสือพิมพ์,จังหวัดปทุมธานี,20321
ประจิน นาคสุทิน,เพศหญิง,54,นักสิทธิมนุษยชน,จังหวัดกทม.,25691
พรชนก เตชะกำพุ,เพศหญิง,34,นักแปล,จังหวัดราชบุรี,148
ศุภาศิล ทรัพย์ธำรงค์,เพศชาย,30,นักดนตรี,จังหวัดเพชรบูรณ์,1089
รูไกยะฮ์ น้ำทิพย์,เพศหญิง,25,นักสืบ,จังหวัดปทุมธานี,12497
ปฐวีกานต์ ถนัดการเขียน,เพศหญิง,56,คนขับรถแท็กซี่,จังหวัดลพบุรี,5515
กิติกานต์ บินดี,เพศหญิง,57,นักประวัติศาสตร์,จังหวัดตรัง,1835
โกมล ดิสกะประกาย,เพศชาย,35,ผู้จัดพิมพ์,จังหวัดนครราชสีมา,21691
ณัฐวรินทร ทัศนสุทธิ,เพศหญิง,44,กวี,จังหวัดยโสธร,23748
รภัสพงษ์ ถมปัด,เพศชาย,49,นักแปล,จังหวัดยโสธร,4734
คมคาย นิติสาขา,เพศหญิง,31,ผู้กำกับละครโทรทัศน์,จังหวัดกรุงเทพมหานคร,21564
วันฉัตร จ้อยนุแสง,เพศชาย,27,นักโบราณคดี,จังหวัดลำปาง,22857
พรสวรรค์ เตชะกำพุ,เพศหญิง,25,นักสืบ,จังหวัดเชียงใหม่,17358
นุจรี ตั้งกุลงาม,เพศหญิง,28,นักมายากล,จังหวัดเลย,12339
พัชรพร ศรีอุ่น,เพศชาย,23,นักปรัชญา,จังหวัดชัยนาท,12796
หลักทรัพย์ ถนัดการเขียน,เพศชาย,23,นายแบบ,จังหวัดกาฬสินธุ์,13635
สมนึก ไทไชโย,เพศชาย,47,นักดนตรี,จังหวัดนครปฐม,12149
จีราภรณ์ ตวันเยี่ยม,เพศหญิง,39,จิตรกร,จังหวัดแพร่,11474
สันชัย ปานสุวรรณ,เพศชาย,24,นักแสดง,จังหวัดลำปาง,2135
ทองสิริ บัวเผื่อน,เพศหญิง,51,นักการทูต,จังหวัดอุดรธานี,10981
จณิตตา ถนอมพลกรัง,เพศหญิง,57,วิศวกร,จังหวัดพระนครศรีอยุธยา,15682
เกษตร ถนัดการเขียน,เพศชาย,41,ช่างทำเครื่องดนตรี,จังหวัดปราจีนบุรี,15448
สุรนีย์ นวลฉวี,เพศหญิง,40,ผู้กำกับละครโทรทัศน์,จังหวัดพัทลุง,7343
อัษฏา ศาสตร์ศิลป์,เพศชาย,36,นักสืบ,จังหวัดตรัง,5498
นิติ ซูสารอ,เพศชาย,54,นักการศึกษา,จังหวัดยโสธร,7325
สุทธิณัฐ ถนอมพล,เพศชาย,21,เจ้าหน้าที่พัฒนาเอกชน,จังหวัดสระบุรี,6293
ณัฐศักดิ์ ทำประดู่,เพศชาย,41,นักการทูต,จังหวัดสิงห์บุรี,6033
พชรภรณ์ บุญญาไลย์,เพศหญิง,34,นักดนตรี,จังหวัดกาญจนบุรี,25279
อัญชิษฐา ทรงโกมล,เพศหญิง,55,บรรณารักษ์,จังหวัดบุรีรัมย์,19924
ฐิติกุล ดาวอร่าม,เพศหญิง,40,แพทย์,จังหวัดชลบุรี,920
ดวงสมร ขำเอนก,เพศหญิง,41,นักอนุรักษ์ธรรมชาติ,จังหวัดนครราชสีมา,1622
คมคาย นิลวรรณ,เพศหญิง,41,ข้าราชการ,จังหวัดสระบุรี,13344
อำไพ น้ำทิพย์,เพศหญิง,60,เจ้าหน้าที่รัฐบาล,จังหวัดสกลนคร,2512
วันชนก บุญบำรุง,เพศหญิง,52,ทหารบก,จังหวัดมุกดาหาร,20655
พชรภรณ์ จ้อยนุแสง,เพศหญิง,52,นักธุรกิจ,จังหวัดหนองบัวลำภู,9041
พันเกล้า จ้อยนุแสง,เพศหญิง,23,กวี,จังหวัดชุมพร,22248
นัฐพล ถนัดภาษา,เพศชาย,21,นักวาดการ์ตูน,จังหวัดจันทบุรี,4726
อดิสรณ์ ถนัดอาวุธ,เพศชาย,56,นักสัตววิทยา,จังหวัดกทม.,2684
นาวีตา ธรรมสถิตไพศาล,เพศหญิง,44,แพทย์,จังหวัดกาญจนบุรี,6220
อลิษา ยางสวย,เพศหญิง,51,นักชีววิทยา,จังหวัดสงขลา,25331
ปิยวดี ถนอมกุลบุตร,เพศหญิง,58,นักถ่ายภาพ,จังหวัดนครราชสีมา,18383
พีระพงศ์พันธ์ จ้อยนุแสง,เพศชาย,20,นักออกแบบ,จังหวัดปัตตานี,1296
ธนนนท์ นวลเพ็ง,เพศชาย,29,นักหนังสือพิมพ์,จังหวัดลพบุรี,24010
พรชีวิน สังข์กรด,เพศหญิง,49,บรรณารักษ์,จังหวัดสุโขทัย,21943
เมทนี วาทา,เพศหญิง,48,กวี,จังหวัดสมุทรปราการ,4017
สหัสมณี ธีวร,เพศหญิง,30,นักเศรษฐศาสตร์,จังหวัดมหาสารคาม,11938
จีราภรณ์ ราชมณี,เพศหญิง,23,นักอนุรักษ์ธรรมชาติ,จังหวัดสุโขทัย,24988
ธนวันต์ ดุริยพันธุ์,เพศชาย,38,เภสัชกร,จังหวัดอุทัยธานี,7616
ธีราทัต ถาวระวรณ์,เพศชาย,27,นักธุรกิจ,จังหวัดสุโขทัย,14373
ทินวัฒน์ ชำนาญวาด,เพศชาย,30,นักสังคมวิทยา,จังหวัดนครปฐม,17696
สุภัทริดา ฉัตรอภิเที่ยงค่ำ,เพศหญิง,23,ศิลปิน,จังหวัดสงขลา,18053
สุภาลินี มนทอง,เพศหญิง,21,ช่างทำเครื่องดนตรี,จังหวัดชัยนาท,6863
สนั่น ถนัดรบ,เพศชาย,33,นักชีววิทยา,จังหวัดสระแก้ว,11331
ภัคชัญญา ตั้งกุลงาม,เพศหญิง,32,ตำรวจ,จังหวัดอุดรธานี,787
วิชชากร ไทไชโย,เพศชาย,23,จิตรกร,จังหวัดบุรีรัมย์,24939
คมคาย นากกนก,เพศหญิง,42,นักอนุรักษ์ธรรมชาติ,จังหวัดประจวบคีรีขันธ์,368
ปฐวีกานต์ ฉัตรอภิเที่ยงค่ำ,เพศหญิง,38,ผู้กำกับละครโทรทัศน์,จังหวัดพะเยา,3915
ทานตะวัน ศรีวงค์,เพศหญิง,50,นักพจนานุกรม,จังหวัดลำพูน,15559
รวิวาน ถนัดอักษร,เพศหญิง,31,จิตรกร,จังหวัดสุรินทร์,17145
โยธิการ์ นาคพันธุ์,เพศหญิง,32,นักพากย์,จังหวัดชลบุรี,4490
รูไกยะฮ์ ธนรักษ์,เพศหญิง,33,นักกีฬา,จังหวัดพระนครศรีอยุธยา,6650
อธิตยา ยางสวย,เพศหญิง,50,นักการศึกษา,จังหวัดศรีสะเกษ,24310
รอกีเย๊าะ ตรีเภรินทร์,เพศหญิง,47,ผู้กำกับ,จังหวัดสุพรรณบุรี,7355
จริยฉัตร ทับทิมไทย,เพศหญิง,24,มัคคุเทศก์,จังหวัดนครสวรรค์,12567
นพวรรณ แก้วชลคราม,เพศหญิง,46,เจ้าหน้าที่พัฒนาเอกชน,จังหวัดสมุทรปราการ,22417
ดวงจันทร์ นากกนก,เพศหญิง,48,นักธุรกิจ,จังหวัดนนทบุรี,18754
เจตพินิษฐ์ ถนิมมาศ,เพศชาย,26,จ๊อกกี้,จังหวัดนราธิวาส,15389
รวิวาน ฉิมพาลี,เพศหญิง,25,นักสังคมสงเคราะห์,จังหวัดนครราชสีมา,18928
ณิชาภัทร ทองปากน้ำ,เพศหญิง,28,นักประวัติศาสตร์,จังหวัดกระบี่,22860
พรปราณี บุญบำรุง,เพศหญิง,22,นางแบบ,จังหวัดอุบลราชธานี,12273
พิพิธธน นฤภัย,เพศชาย,51,นักโภชนาการ,จังหวัดตาก,3334
ลักษมี บุนยะตีรณะ,เพศหญิง,55,นักโบราณคดี,จังหวัดสระแก้ว,11067
คมสัน ทรัพย์ธำรงค์,เพศชาย,30,เจ้าหน้าที่รัฐบาล,จังหวัดขอนแก่น,849
พรชีวิน อุ่นอก,เพศหญิง,37,นักพจนานุกรม,จังหวัดสุพรรณบุรี,24203
อารีย์ เดชวา,เพศหญิง,25,นักวิทยาศาสตร์,จังหวัดศรีสะเกษ,7449
นภนต์ ทรัพย์สาร,เพศชาย,42,บรรณาธิการ,จังหวัดปัตตานี,1629
อำพร ตันยา,เพศหญิง,46,นักแสดง,จังหวัดพะเยา,470
โชติวุฒิ สังข์กรด,เพศชาย,20,คนขับรถแท็กซี่,จังหวัดพะเยา,23418
ณัฐติญา ถาวรรัตน,เพศหญิง,57,นักกีฬา,จังหวัดเลย,1603
สุกฤษตา เนื้อนุ่ม,เพศหญิง,44,นักสิทธิมนุษยชน,จังหวัดแม่ฮ่องสอน,20590
โกมล ตระกูลไม้เรียง,เพศชาย,39,นักวิจัย,จังหวัดเพชรบูรณ์,12699
สายสุรีย์ ฉัพพรรณธนกูร,เพศหญิง,29,นักวิจัย,จังหวัดสระบุรี,16727
วรดาพร พงศ์ฉบับนภา,เพศหญิง,26,นักถ่ายภาพ,จังหวัดประจวบคีรีขันธ์,13701
อณาวิน ถาวระวรณ์,เพศชาย,39,นักพากย์,จังหวัดนนทบุรี,11917
คมกริบ พานเกล้า,เพศชาย,50,เจ้าหน้าที่รัฐบาล,จังหวัดสระแก้ว,2952
กวีฉัฏฐ ซูสารอ,เพศชาย,55,นักบินอวกาศ,จังหวัดนครพนม,10393
ลักษมี ภูภักดี,เพศหญิง,32,วีเจ,จังหวัดอุดรธานี,8962
ดวงพร ศาสตร์ศิลป์,เพศหญิง,53,ทนายความ,จังหวัดสระแก้ว,24207
ปภาวรินทร์ ถ้วนศรี,เพศหญิง,25,โฆษก,จังหวัดมหาสารคาม,16196
หลักทรัพย์ ธรรมนิยม,เพศชาย,50,ช่างทำผม,จังหวัดเชียงใหม่,19726
นพวรรณ สงประเสริฐ,เพศหญิง,22,ตำรวจ,จังหวัดเชียงใหม่,13674
จักรีรัตน์ ถนัดการยนต์,เพศหญิง,49,นักออกแบบ,จังหวัดน่าน,451
สิทธัญ ธนูปกรณ์,เพศชาย,44,ภัณฑารักษ์,จังหวัดฉะเชิงเทรา,10694
เจตธนากร ดาบเงิน,เพศชาย,41,มัคคุเทศก์,จังหวัดสกลนคร,24227
ณิชนันท์ หนุนสุข,เพศหญิง,38,นักแต่งเพลง,จังหวัดสระแก้ว,4140
กิติยาธรณ์ พงศ์ฉบับนภา,เพศหญิง,41,นักสิทธิมนุษยชน,จังหวัดบึงกาฬ,25008
มูฮัมหมัดอิมรอน ผลบุญ,เพศชาย,20,ค้าขาย,จังหวัดสมุทรสาคร,22738
อณาวิน ถาวรายุศม์,เพศชาย,25,ผู้กำกับ,จังหวัดพะเยา,9350
นันทวรรณ นาถะเดชะ,เพศหญิง,60,ผู้กำกับภาพยนตร์,จังหวัดสมุทรสาคร,12814
อัญธิกา เดชวา,เพศหญิง,40,นักธุรกิจ,จังหวัดตราด,366
จักรีรัตน์ เช้าวันดี,เพศหญิง,39,นางแบบ,จังหวัดกรุงเทพมหานคร,21001
วิกิจ ถนัดอาวุธ,เพศชาย,36,นักพจนานุกรม,จังหวัดประจวบคีรีขันธ์,12597
มะสูเกียน ซาซุม,เพศชาย,25,นักดาราศาสตร์,จังหวัดอำนาจเจริญ,25177
พิชญ์สินี ทองประดิฐ,เพศหญิง,55,นักวิจัย,จังหวัดยโสธร,9917
ทองสิริ ทับทิมไทย,เพศหญิง,45,นักดนตรี,จังหวัดแพร่,23047
ภัคชัญญา นาคะนคร,เพศหญิง,39,เจ้าหน้าที่พัฒนาเอกชน,จังหวัดเพชรบุรี,10912
สินสมุทร ร่มธิติรัตน์,เพศชาย,21,ช่างทำเครื่องดนตรี,จังหวัดนครพนม,2396
นายเทอดศักดิ์ ขอหมั่นกลาง,เพศชาย,36,นักโภชนาการ,จังหวัดชุมพร,22027
เกษมชัย หอมพิกุล,เพศชาย,42,นักชีววิทยา,จังหวัดแม่ฮ่องสอน,21616
เพียงกมล พานเกล้า,เพศหญิง,36,นักออกแบบ,จังหวัดนครปฐม,25708
ลัดดา นกทอง,เพศหญิง,42,นักมายากล,จังหวัดเชียงราย,6856
วณัฐดา ดาบเงิน,เพศหญิง,42,ผู้จัดพิมพ์,จังหวัดสระบุรี,8171
ศศิยา ทวนทอง,เพศหญิง,46,นักถ่ายภาพ,จังหวัดศรีสะเกษ,22968
ชัฎชา แถมธน,เพศหญิง,52,นักสะสมศิลปะ,จังหวัดอำนาจเจริญ,24505
ฐิตาพร นครเทพ,เพศหญิง,31,นักสืบ,จังหวัดเลย,2233
อับดุลเลาะห์ ตระกูลไม้เรียง,เพศชาย,26,ศิลปิน,จังหวัดสุโขทัย,1130
ประจิน ทองลาภ,เพศหญิง,40,นักบิน,จังหวัดสระบุรี,15951
อินทรีย์ พงศ์ฉบับนภา,เพศชาย,38,นักการทูต,จังหวัดกรุงเทพฯ,11972
น้ำเพชร เจริญรัมย์,เพศหญิง,48,นักผจญภัย,จังหวัดกาญจนบุรี,12198
เกศรา แนวพญา,เพศหญิง,23,นักปรัชญา,จังหวัดกระบี่,19804
ญาณพันธุ์ ถนัดอาวุธ,เพศชาย,25,โฆษก,จังหวัดพะเยา,1332
อรจิรา ทันยุค,เพศหญิง,51,เกษตรกร,จังหวัดยะลา,20568
วีระวัฒน์ ถนัดรักษา,เพศชาย,38,นักเขียน,จังหวัดบุรีรัมย์,7857
ตรีนุช นฤทุกข์,เพศหญิง,28,ช่างทำเครื่องดนตรี,จังหวัดอุดรธานี,6250
สุธาวี นาถะเดชะ,เพศหญิง,53,เจ้าหน้าทีรักษาความปลอดภัย,จังหวัดกระบี่,2868
พลภูมิ บุนยาภิสนท์,เพศชาย,23,นักวิทยาศาสตร์,จังหวัดมหาสารคาม,8654
เกษมชัย แต้กุล,เพศชาย,32,นักอนุรักษ์ธรรมชาติ,จังหวัดชัยภูมิ,3925
กุลภาวลัย ผลบุญ,เพศหญิง,56,นักการกุศล,จังหวัดตรัง,9567
นาวีตา มนทอง,เพศหญิง,35,นักจัดรายการวิทยุ,จังหวัดนครนายก,11656
ทับทิม ตะละภัฏ,เพศหญิง,36,นักวาดการ์ตูน,จังหวัดนครปฐม,6866
นิรันดร์ ทองสีไพล,เพศชาย,35,นักถ่ายภาพ,จังหวัดเพชรบูรณ์,15627
อณัฐตา นรวิทย์โชติกุล,เพศหญิง,33,นักสังคมสงเคราะห์,จังหวัดแม่ฮ่องสอน,24457
สิริกานต์ ถ้วนศรี,เพศหญิง,45,ช่างทำเครื่องดนตรี,จังหวัดแพร่,21689
จิฬาภรณ์ ถนอมมนุษย์,เพศหญิง,26,นักกีฬา,จังหวัดสตูล,22572
สุพัตร พานเกล้า,เพศหญิง,60,นักภาษาศาสตร์,จังหวัดสตูล,20296
สุภัทริดา นิละทัต,เพศหญิง,20,นักเคลื่อนไหว,จังหวัดภูเก็ต,13109
จณิสตา พรมอ่อน,เพศหญิง,54,นักดาราศาสตร์,จังหวัดพังงา,12237
นันทิกานต์ บัวเผื่อน,เพศหญิง,55,นักสืบ,จังหวัดระยอง,1810
เพ็ญพรรษา โพธิสัตย์,เพศหญิง,28,พิธีกร,จังหวัดกทม.,9851
ฉลองชัย ทองปากน้ำ,เพศชาย,21,นักสำรวจ,จังหวัดตราด,11036
อัญธิกา ถนัดกลึง,เพศหญิง,38,นักกฎหมาย,จังหวัดน่าน,11444
ศุภาศิล ถะเกิงชศ,เพศชาย,33,ช่างทำเครื่องดนตรี,จังหวัดระยอง,17952
รวิวาน นกทอง,เพศหญิง,37,แพทย์,จังหวัดอุบลราชธานี,10043
อชิตะวีร์ หอมสิน,เพศชาย,28,แพทย์,จังหวัดกรุงเทพ,3493
ภูวรา ติณรัตน์,เพศชาย,48,ทนายความ,จังหวัดสงขลา,21750
ภควัฒน์ ถาวรายุศม์,เพศชาย,59,ช่างทำเครื่องดนตรี,จังหวัดปทุมธานี,21239
ศศิรินทร์ สันตะวงศ์,เพศหญิง,22,กวี,จังหวัดยะลา,10800
โชติวุฒิ ติณรัตน์,เพศชาย,58,เจ้าหน้าทีรักษาความปลอดภัย,จังหวัดปทุมธานี,22044
มาซีเตาะ ถนัดการยนต์,เพศหญิง,23,นักวาดการ์ตูน,จังหวัดยะลา,890
สุทกร ถนัดการยนต์,เพศชาย,22,โฆษก,จังหวัดสงขลา,1839
พัสวี ทรงโกมล,เพศหญิง,56,วีเจ,จังหวัดภูเก็ต,4724
วิชา นากกนก,เพศชาย,28,นักพากย์,จังหวัดสิงห์บุรี,14121
สุธินันท์ ถนอมพลกรัง,เพศหญิง,54,นักธุรกิจ,จังหวัดแพร่,17832
เพทาย นิษประปัญจ์,เพศชาย,30,คนขับรถแท็กซี่,จังหวัดนครราชสีมา,20357
กนกเนตร นครเทพ,เพศหญิง,53,แพทย์,จังหวัดสิงห์บุรี,2037
เฉลิมพล เพียยา,เพศชาย,26,พิธีกร,จังหวัดกาฬสินธุ์,16363
ศจีกาญจน์ ทองประดิฐ,เพศหญิง,54,นักการเมือง,จังหวัดนครสวรรค์,7659
วีร์สุดา ขุนดำ,เพศหญิง,36,จ๊อกกี้,จังหวัดตรัง,11982
สัญชาน บุตราช,เพศชาย,35,บรรณารักษ์,จังหวัดนครนายก,12332
สีหราช ถนอมกุลบุตร,เพศชาย,47,นักพากย์,จังหวัดนครพนม,6983
อัญธิกา นานายน,เพศหญิง,43,นักจัดรายการวิทยุ,จังหวัดอุตรดิตถ์,83
เกศรา ศรีสัตย์,เพศหญิง,37,นักจิตวิทยา,จังหวัดประจวบคีรีขันธ์,10353
ยุภา ไตรบรรพ,เพศหญิง,41,ผู้จัดพิมพ์,จังหวัดเชียงใหม่,3875
อัญชัญ ถนิมมาศ,เพศหญิง,34,นักการกุศล,จังหวัดกระบี่,20914
สิทธิชัย เตชะกำพุ,เพศชาย,49,นักดาราศาสตร์,จังหวัดพังงา,12050
อริสรา นามขำ,เพศหญิง,37,บรรณารักษ์,จังหวัดนราธิวาส,15748
กองสิน ทองปากน้ำ,เพศหญิง,45,จ๊อกกี้,จังหวัดตรัง,3986
ยอดแมน ธรรมนิยม,เพศชาย,58,นักการเมือง,จังหวัดกาญจนบุรี,5639
อาแอเสาะ ทศโยธิน,เพศหญิง,27,ค้าขาย,จังหวัดนราธิวาส,2230
ฐิติยาพร ดิศดใน,เพศหญิง,40,นักแปล,จังหวัดนนทบุรี,3050
นิภา ฉิมพาลี,เพศหญิง,52,นักบินอวกาศ,จังหวัดสตูล,10326
ฤทธิ์ชกร ฉัตรอภิเที่ยงค่ำ,เพศชาย,25,นักวิจัย,จังหวัดนราธิวาส,9954
นิติยา ดาบเพ็ชร์,เพศหญิง,54,เภสัชกร,จังหวัดชัยนาท,15997
ผกาทิพย์ มิ่งขวัญ,เพศหญิง,30,นักแปล,จังหวัดกรุงเทพฯ,17775
ลักษมี ไตรบรรพ,เพศหญิง,22,จ๊อกกี้,จังหวัดสระบุรี,4268
โกวิทย์ นรวิทย์โชติกุล,เพศชาย,26,นักดาราศาสตร์,จังหวัดบุรีรัมย์,263
พรรณปพร ธาราธร,เพศหญิง,22,สถาปนิก,จังหวัดกาฬสินธุ์,9945
อรจิรา นากกนก,เพศหญิง,48,นักเขียน,จังหวัดพิษณุโลก,7546
เสรี นาคพันธุ์,เพศชาย,49,มัคคุเทศก์,จังหวัดสกลนคร,6593
ผดุงพล สันตะวงศ์,เพศชาย,49,เกษตรกร,จังหวัดชัยภูมิ,14055
จิฬาภรณ์ ทองแท้,เพศหญิง,54,ผู้กำกับภาพยนตร์,จังหวัดเชียงราย,11436
พศร ทรัพย์สาร,เพศชาย,45,นักผจญภัย,จังหวัดลำปาง,12258
ชัญญานุนาย บินดี,เพศหญิง,51,ผู้กำกับละครโทรทัศน์,จังหวัดขอนแก่น,23886
ภูวฤณ ติระคมน์,เพศชาย,56,นักดนตรี,จังหวัดสระแก้ว,13369
คณภรณ์ สุวรรณหงษ์,เพศหญิง,23,นักพากย์,จังหวัดมหาสารคาม,25320
กิติกานต์ วะคีมัน,เพศหญิง,30,นักประวัติศาสตร์,จังหวัดสกลนคร,2669
มาสิตะ ธัญเสถียร,เพศหญิง,58,นักชีววิทยา,จังหวัดประจวบคีรีขันธ์,7879
ศรินยา บุญญาไลย์,เพศหญิง,52,นักประวัติศาสตร์,จังหวัดกทม.,22420
จณิสตา ปรีชากุลเศรษฐ์,เพศหญิง,29,นักมายากล,จังหวัดปทุมธานี,5181
เชิงชาย ทศโยธิน,เพศชาย,51,เภสัชกร,จังหวัดจันทบุรี,826
บุญนพ ดาบเพ็ชร์,เพศชาย,45,นักกฎหมาย,จังหวัดมหาสารคาม,16471
จิราภรณ์ นุชแนวนุ่ม,เพศหญิง,34,นักปรัชญา,จังหวัดกระบี่,6716
จิตตานันท์ พรมอ่อน,เพศหญิง,22,นักบวช,จังหวัดแม่ฮ่องสอน,25431
โอภาส นาถะพินธุ,เพศชาย,30,ทหารบก,จังหวัดสระบุรี,10840
